,id,poster_path,adult,overview,release_date,genre_ids,original_title,original_language,title,backdrop_path,popularity,vote_count,video,vote_average,media_type,poster_path_drop,adult_drop,overview_drop,release_date_drop,genre_ids_drop,original_title_drop,original_language_drop,title_drop,backdrop_path_drop,popularity_drop,vote_count_drop,video_drop,vote_average_drop,media_type_drop
0,536554,/ogSpQMynabVu91Bi7AuUA8tshfb.jpg,False,Un ingeniero en robótica de una empresa de juguetes construye una muñeca realista que comienza a cobrar vida propia.,2023-01-06,"[878, 27, 35]",M3GAN,en,M3GAN,/dlrWhn0G3AtxYUx2D9P2bmzcsvF.jpg,590.481,2370,False,7.4,movie,/ogSpQMynabVu91Bi7AuUA8tshfb.jpg,False,Un ingeniero en robótica de una empresa de juguetes construye una muñeca realista que comienza a cobrar vida propia.,2023-01-06,"[878, 27, 35]",M3GAN,en,M3GAN,/dlrWhn0G3AtxYUx2D9P2bmzcsvF.jpg,590.481,2370,False,7.4,movie
1,1073413,/grA55EHmkQ4rccvbphl1WQWqdr7.jpg,False,"Madrid, España, 1998. Los muchos recursos y habilidades de Gloria, Paz y Sagrario, tres mujeres de mediana edad que investigan sucesos paranormales, son puestos a prueba cuando su líder, el padre Pilón, tiene un desagradable encuentro.",2023-04-14,"[35, 27, 53]",Fenómenas,es,Fenómenas,/2WjPxVZoF3S0b5ZkOMhSsKh5siM.jpg,181.968,23,False,5.9,movie,/grA55EHmkQ4rccvbphl1WQWqdr7.jpg,False,"Madrid, España, 1998. Los muchos recursos y habilidades de Gloria, Paz y Sagrario, tres mujeres de mediana edad que investigan sucesos paranormales, son puestos a prueba cuando su líder, el padre Pilón, tiene un desagradable encuentro.",2023-04-14,"[35, 27, 53]",Fenómenas,es,Fenómenas,/2WjPxVZoF3S0b5ZkOMhSsKh5siM.jpg,181.968,23,False,5.9,movie
2,675054,/nEySe5f19wlKt6GDMhFmKJH18pU.jpg,False,"Dos adolescentes un poco inadaptados socialmente, uno cinéfilo de películas clásicas de antaño y el otro un aspirante a ser experto en parkour, deben enfrentarse a un inesperado reto: prevenir un apocalipsis zombi, al mismo tiempo que ponen a prueba su amistad y buscan su primer amor.",2022-10-26,"[27, 28, 35]",MexZombies,es,MexZombies,/b2FxWOxe9K7ZZ1uaPOze2RJ1ajq.jpg,136.656,136,False,7.1,movie,/nEySe5f19wlKt6GDMhFmKJH18pU.jpg,False,"Dos adolescentes un poco inadaptados socialmente, uno cinéfilo de películas clásicas de antaño y el otro un aspirante a ser experto en parkour, deben enfrentarse a un inesperado reto: prevenir un apocalipsis zombi, al mismo tiempo que ponen a prueba su amistad y buscan su primer amor.",2022-10-26,"[27, 28, 35]",MexZombies,es,MexZombies,/b2FxWOxe9K7ZZ1uaPOze2RJ1ajq.jpg,136.656,136,False,7.1,movie
3,649609,/uGw4zPyiBAx9B1j9pKYWSvFiLug.jpg,False,"En este moderno y monstruoso relato sobre el fiel ayudante de Drácula, Renfield se ve obligado a procurarle víctimas a su amo y hacer todo aquello que este le ordene, por inmoral que sea. Pero ahora, tras siglos de servidumbre, Renfield está listo para descubrir si hay vida lejos de la alargada sombra del Príncipe de las Tinieblas. ¿El problema? Que no sabe cómo romper esa relación de dependencia.",2023-04-14,"[35, 27, 14]",Renfield,en,Renfield,/kfKW0HBObLAd4Lj27XX5QoLWmGe.jpg,140.514,43,False,6.8,movie,/uGw4zPyiBAx9B1j9pKYWSvFiLug.jpg,False,"En este moderno y monstruoso relato sobre el fiel ayudante de Drácula, Renfield se ve obligado a procurarle víctimas a su amo y hacer todo aquello que este le ordene, por inmoral que sea. Pero ahora, tras siglos de servidumbre, Renfield está listo para descubrir si hay vida lejos de la alargada sombra del Príncipe de las Tinieblas. ¿El problema? Que no sabe cómo romper esa relación de dependencia.",2023-04-14,"[35, 27, 14]",Renfield,en,Renfield,/kfKW0HBObLAd4Lj27XX5QoLWmGe.jpg,140.514,43,False,6.8,movie
4,593643,/eNcfCScUUyHQyjP84P25a8ColWp.jpg,False,"Una joven pareja viaja a uno de los destinos más exclusivos del mundo para cenar en un restaurante que ofrece una experiencia culinaria única. Sin embargo, el chef ha preparado un ingrediente secreto que tendrá un resultado sorprendente en los dos enamorados.",2022-11-18,"[27, 53, 35]",The Menu,en,El menú,/mSyQoValhBsJdq3JNGXJww2Q5yL.jpg,106.354,2954,False,7.2,movie,/eNcfCScUUyHQyjP84P25a8ColWp.jpg,False,"Una joven pareja viaja a uno de los destinos más exclusivos del mundo para cenar en un restaurante que ofrece una experiencia culinaria única. Sin embargo, el chef ha preparado un ingrediente secreto que tendrá un resultado sorprendente en los dos enamorados.",2022-11-18,"[27, 53, 35]",The Menu,en,El menú,/mSyQoValhBsJdq3JNGXJww2Q5yL.jpg,106.354,2954,False,7.2,movie
5,755566,/kKcsME7Bjlo9EvKp51MkgQ8tgQD.jpg,False,Tiene una semana para reunir el dinero necesario para pagar las clases y el dentista de su hija. Pero ganarse la vida como cazador de vampiros cada vez es más arriesgado.,2022-08-10,"[28, 14, 27, 35]",Day Shift,en,Turno de día,/5L6RPHHUFlsliTqKRmUxFnIkXpR.jpg,76.588,1536,False,6.9,movie,/kKcsME7Bjlo9EvKp51MkgQ8tgQD.jpg,False,Tiene una semana para reunir el dinero necesario para pagar las clases y el dentista de su hija. Pero ganarse la vida como cazador de vampiros cada vez es más arriesgado.,2022-08-10,"[28, 14, 27, 35]",Day Shift,en,Turno de día,/5L6RPHHUFlsliTqKRmUxFnIkXpR.jpg,76.588,1536,False,6.9,movie
6,639721,/qetczjArlkPb4EnB6ygyvgbYY2l.jpg,False,"Con la esperanza de acercarse como familia, Gómez, Morticia y el resto del clan Addams se embarcan en un aventurero viaje por carretera en una horrenda y gigantesca caravana.",2021-10-01,"[16, 12, 35, 10751, 14, 27]",The Addams Family 2,en,La familia Addams 2: La gran escapada,/9e6wp707XMouPG939o2fHunXXJR.jpg,85.203,1084,False,7.1,movie,/qetczjArlkPb4EnB6ygyvgbYY2l.jpg,False,"Con la esperanza de acercarse como familia, Gómez, Morticia y el resto del clan Addams se embarcan en un aventurero viaje por carretera en una horrenda y gigantesca caravana.",2021-10-01,"[16, 12, 35, 10751, 14, 27]",The Addams Family 2,en,La familia Addams 2: La gran escapada,/9e6wp707XMouPG939o2fHunXXJR.jpg,85.203,1084,False,7.1,movie
7,531219,/PxbO8UzZ17dMcqs0YwAnKuwfHA.jpg,False,"Un pequeño huérfano a finales de 1967, se va a vivir con su querida abuela a Demopolis, un pueblo de Alabama. El niño y su abuela tienen extraños encuentros con algunas brujas por lo que deciden mudarse a un hotel de lujo en la costa. Por desgracia, llegan exactamente al mismo tiempo que la Gran Bruja que ha reunido a sus compinches de todo el planeta -que van de incógnito- para llevar a cabo sus horribles planes.",2020-10-22,"[12, 14, 35, 10751, 27]",Roald Dahl's The Witches,en,Las brujas (de Roald Dahl),/8rIoyM6zYXJNjzGseT3MRusMPWl.jpg,73.473,2479,False,6.4,movie,/PxbO8UzZ17dMcqs0YwAnKuwfHA.jpg,False,"Un pequeño huérfano a finales de 1967, se va a vivir con su querida abuela a Demopolis, un pueblo de Alabama. El niño y su abuela tienen extraños encuentros con algunas brujas por lo que deciden mudarse a un hotel de lujo en la costa. Por desgracia, llegan exactamente al mismo tiempo que la Gran Bruja que ha reunido a sus compinches de todo el planeta -que van de incógnito- para llevar a cabo sus horribles planes.",2020-10-22,"[12, 14, 35, 10751, 27]",Roald Dahl's The Witches,en,Las brujas (de Roald Dahl),/8rIoyM6zYXJNjzGseT3MRusMPWl.jpg,73.473,2479,False,6.4,movie
8,765,/udBGSiqIEyFITsj1j7pS2nhVVz7.jpg,False,"El bueno de Ash se dispone a pasar un fin de semana en el bosque con su novia. Pero todo se va al traste cuando repoducen una cinta en la que un profesor había grabado varios pasajes del Necronomicom, el Libro de los Muertos. El hechizo convoca a una fuerza demoniaca que convierte a la compañera de Ash en un monstruo ávido de carne. Ahora él y varios compañeros se disponen a pasar una noche en una cabaña en medio del bosque, con un demonio en casa.",1987-03-13,"[27, 35, 14]",Evil Dead II,en,Terroríficamente muertos,/jyRk8ykqLOXaVadZ0aWRDd89gMP.jpg,70.148,2592,False,7.6,movie,/udBGSiqIEyFITsj1j7pS2nhVVz7.jpg,False,"El bueno de Ash se dispone a pasar un fin de semana en el bosque con su novia. Pero todo se va al traste cuando repoducen una cinta en la que un profesor había grabado varios pasajes del Necronomicom, el Libro de los Muertos. El hechizo convoca a una fuerza demoniaca que convierte a la compañera de Ash en un monstruo ávido de carne. Ahora él y varios compañeros se disponen a pasar una noche en una cabaña en medio del bosque, con un demonio en casa.",1987-03-13,"[27, 35, 14]",Evil Dead II,en,Terroríficamente muertos,/jyRk8ykqLOXaVadZ0aWRDd89gMP.jpg,70.148,2592,False,7.6,movie
9,75624,/3IdPC9SO1lyrxlMu3lCnH6aVbKh.jpg,False,"Después de ser capturado por el intento de asesinar al líder de Kumogakure, el Raikage, y el asesinato de varios Jonin de Kirigakure e Iwagakure, Naruto es encarcelado en una instalación de contención penal también conocida como la prisión de la sangre. El capitán del castillo, Mui, usa el jutsu de prisión máxima para robar el poder de los prisioneros. La batalla para demostrar su inocencia y descubrir la verdad ha comenzado para Naruto y sus amigos.",2019-09-04,"[53, 16, 28, 35, 27, 9648]",劇場版 NARUTO -ナルト- ブラッド・プリズン,ja,Naruto Shippuden 5: Prisión de Sangre,/Abv3ZtGV2NXxPimArb3LDLg2bDH.jpg,74.5,492,False,7.3,movie,/3IdPC9SO1lyrxlMu3lCnH6aVbKh.jpg,False,"Después de ser capturado por el intento de asesinar al líder de Kumogakure, el Raikage, y el asesinato de varios Jonin de Kirigakure e Iwagakure, Naruto es encarcelado en una instalación de contención penal también conocida como la prisión de la sangre. El capitán del castillo, Mui, usa el jutsu de prisión máxima para robar el poder de los prisioneros. La batalla para demostrar su inocencia y descubrir la verdad ha comenzado para Naruto y sus amigos.",2019-09-04,"[53, 16, 28, 35, 27, 9648]",劇場版 NARUTO -ナルト- ブラッド・プリズン,ja,Naruto Shippuden 5: Prisión de Sangre,/Abv3ZtGV2NXxPimArb3LDLg2bDH.jpg,74.5,492,False,7.3,movie
10,184345,/qv3uZUta4UWRNDMdDKSRGhA6lwC.jpg,False,"Después de haber exorcizado los demonios de su ex, Malcolm comienza de nuevo con su nueva novia y sus dos hijos. Después de mudarse a la casa de sus sueños, sin embargo, Malcolm está rodeado una vez más por extraños acontecimientos paranormales.",2014-04-18,"[35, 27]",A Haunted House 2,en,Paranormal Movie 2,/6gycezbvc8iHSune1Evq79dcYIY.jpg,57.754,1207,False,6.1,movie,/qv3uZUta4UWRNDMdDKSRGhA6lwC.jpg,False,"Después de haber exorcizado los demonios de su ex, Malcolm comienza de nuevo con su nueva novia y sus dos hijos. Después de mudarse a la casa de sus sueños, sin embargo, Malcolm está rodeado una vez más por extraños acontecimientos paranormales.",2014-04-18,"[35, 27]",A Haunted House 2,en,Paranormal Movie 2,/6gycezbvc8iHSune1Evq79dcYIY.jpg,57.754,1207,False,6.1,movie
11,139038,/ut5wkSUZkOymYSEYwqoMrm839ek.jpg,False,"Una joven pareja, Malcolm (Marlon Wayans) y Kisha (Essence Atkins), se acaban de mudar a la casa de sus sueño. Al instalarse, descubren que no están solos en ella. Pero no es la casa la que está embrujada, sino la novia de Malcolm, que parece estar poseída por un demonio.  Malcolm contrata a un sacerdote para librarla de este intruso, decidido a no dejar que el espíritu maligno arruine su relación... o, más importante aún, su vida sexual...",2013-01-11,"[35, 27]",A Haunted House,en,Paranormal Movie,/akKBMXHEesqfuoYFt7LaRptFAO0.jpg,52.179,1625,False,5.8,movie,/ut5wkSUZkOymYSEYwqoMrm839ek.jpg,False,"Una joven pareja, Malcolm (Marlon Wayans) y Kisha (Essence Atkins), se acaban de mudar a la casa de sus sueño. Al instalarse, descubren que no están solos en ella. Pero no es la casa la que está embrujada, sino la novia de Malcolm, que parece estar poseída por un demonio.  Malcolm contrata a un sacerdote para librarla de este intruso, decidido a no dejar que el espíritu maligno arruine su relación... o, más importante aún, su vida sexual...",2013-01-11,"[35, 27]",A Haunted House,en,Paranormal Movie,/akKBMXHEesqfuoYFt7LaRptFAO0.jpg,52.179,1625,False,5.8,movie
12,613093,/4z9fsQTypbwzaWa4kLERtJjjM83.jpg,False,"Durante la Guerra Civil Española, meses de sangrientos combates han dejado tras de sí miles de muertos en las trincheras. Jan Lozano, capitán de la quinta brigada, cae prisionero. La única posibilidad de escapar a la sentencia de muerte es hacer frente a una misión imposible en campo enemigo. Pero un peligro mayor del esperado obligará a los bandos rivales a unirse contra un nuevo y desconocido adversario. Tendrán que dejar de lado el odio mutuo y así evitar convertirse en infectados.",2022-07-11,"[35, 27, 10752]",Malnazidos,es,Malnazidos,/h6XfgbzQEV4sitsIVY63pawLI0s.jpg,42.342,245,False,6.3,movie,/4z9fsQTypbwzaWa4kLERtJjjM83.jpg,False,"Durante la Guerra Civil Española, meses de sangrientos combates han dejado tras de sí miles de muertos en las trincheras. Jan Lozano, capitán de la quinta brigada, cae prisionero. La única posibilidad de escapar a la sentencia de muerte es hacer frente a una misión imposible en campo enemigo. Pero un peligro mayor del esperado obligará a los bandos rivales a unirse contra un nuevo y desconocido adversario. Tendrán que dejar de lado el odio mutuo y así evitar convertirse en infectados.",2022-07-11,"[35, 27, 10752]",Malnazidos,es,Malnazidos,/h6XfgbzQEV4sitsIVY63pawLI0s.jpg,42.342,245,False,6.3,movie
13,11932,/pwDuEywhtL5EinC2XV9P8EBafn1.jpg,False,"Chucky, el implacable muñeco asesino, vuelve a la vida. Tiffany, se ha encargado de resucitarlo. Pero su amado no reacciona como ella esperaba. Chucky, que echa de menos la compañía de alguién como él, consigue traspasar el alma de Tiffany a una muñeca. Con su ayuda, Chucky aspira a recuperar su forma humana. Mientras llega el momento, deja a su paso un reguero de muerte y destrucción.",1998-10-16,"[35, 27]",Bride of Chucky,en,La novia de Chucky,/9gDzYmuy4Gait4GgeGiKdh68XvF.jpg,51.677,1606,False,6.0,movie,/pwDuEywhtL5EinC2XV9P8EBafn1.jpg,False,"Chucky, el implacable muñeco asesino, vuelve a la vida. Tiffany, se ha encargado de resucitarlo. Pero su amado no reacciona como ella esperaba. Chucky, que echa de menos la compañía de alguién como él, consigue traspasar el alma de Tiffany a una muñeca. Con su ayuda, Chucky aspira a recuperar su forma humana. Mientras llega el momento, deja a su paso un reguero de muerte y destrucción.",1998-10-16,"[35, 27]",Bride of Chucky,en,La novia de Chucky,/9gDzYmuy4Gait4GgeGiKdh68XvF.jpg,51.677,1606,False,6.0,movie
14,926899,/wdRK70SDxjhj3e3vJoYQaRZf4sD.jpg,False,"A lo largo de varias épocas, una familia pobre, un promotor inmobiliario y una casera hastiada están conectados a la misma casa misteriosa en esta oscura comedia animada.",2022-01-14,"[16, 18, 35, 27, 14]",The House,en,La casa,/9SQ0ZLBAcv23D9xJ1nlgTWqDNc5.jpg,54.822,842,False,7.1,movie,/wdRK70SDxjhj3e3vJoYQaRZf4sD.jpg,False,"A lo largo de varias épocas, una familia pobre, un promotor inmobiliario y una casera hastiada están conectados a la misma casa misteriosa en esta oscura comedia animada.",2022-01-14,"[16, 18, 35, 27, 14]",The House,en,La casa,/9SQ0ZLBAcv23D9xJ1nlgTWqDNc5.jpg,54.822,842,False,7.1,movie
15,43593,/lIodGaZNJbbShF5bDgf51cqpAKa.jpg,False,"El lago Victoria (Arizona) es un lugar que se llena de gente joven durante las vacaciones de primavera. De repente, se producen una serie de temblores submarinos que liberan unos peces prehistóricos antropófagos. Todos deberán unir sus fuerzas para sobrevivir a estas criaturas. Remake del clásico de terror dirigido por Joe Dante",2010-08-20,"[35, 27]",Piranha 3D,en,Piraña 3D,/r1qHFpAJ1HZZm5CuFHw5zhgufMB.jpg,46.76,1922,False,5.4,movie,/lIodGaZNJbbShF5bDgf51cqpAKa.jpg,False,"El lago Victoria (Arizona) es un lugar que se llena de gente joven durante las vacaciones de primavera. De repente, se producen una serie de temblores submarinos que liberan unos peces prehistóricos antropófagos. Todos deberán unir sus fuerzas para sobrevivir a estas criaturas. Remake del clásico de terror dirigido por Joe Dante",2010-08-20,"[35, 27]",Piranha 3D,en,Piraña 3D,/r1qHFpAJ1HZZm5CuFHw5zhgufMB.jpg,46.76,1922,False,5.4,movie
16,19994,/mFq5W8j4Ub6sqMKhSZlOq4TOVOi.jpg,False,"Devil's Kettle es una pequeña ciudad de los Estados Unidos, donde Jennifer y Needy son amigas desde la infancia y viven juntas. Un día, las chicas van a un bar donde toca un nuevo grupo de rock, y allí se produce un inesperado accidente. Tras provocarse un gran incendio, muchos de los asistentes no consiguen sobrevivir, pero las chicas logran escapar. A partir de entonces, Jennifer será poseída por unas fuerzas malévolas que la impulsarán a cometer asesinatos... principalmente a aquellos que intenten seducirla.",2009-09-18,"[27, 35]",Jennifer's Body,en,Jennifer's Body,/9yEP30ajNWAtAOGvqmxBOIRY260.jpg,40.569,3263,False,5.9,movie,/mFq5W8j4Ub6sqMKhSZlOq4TOVOi.jpg,False,"Devil's Kettle es una pequeña ciudad de los Estados Unidos, donde Jennifer y Needy son amigas desde la infancia y viven juntas. Un día, las chicas van a un bar donde toca un nuevo grupo de rock, y allí se produce un inesperado accidente. Tras provocarse un gran incendio, muchos de los asistentes no consiguen sobrevivir, pero las chicas logran escapar. A partir de entonces, Jennifer será poseída por unas fuerzas malévolas que la impulsarán a cometer asesinatos... principalmente a aquellos que intenten seducirla.",2009-09-18,"[27, 35]",Jennifer's Body,en,Jennifer's Body,/9yEP30ajNWAtAOGvqmxBOIRY260.jpg,40.569,3263,False,5.9,movie
17,576004,/1X6BxBlHqA8VdFrLwmeSiNSEpEB.jpg,False,"Cinco adolescentes empleados de un cine en una pequeña localidad cristiana descubren una misteriosa película oculta en el sótano que desata un súcubo que les enseña educación sexual, escrita en sangre.",2020-05-08,"[35, 27]",Porno,en,Porno,/1zgugDjeC24ip242hEETR9CaUar.jpg,40.115,276,False,6.3,movie,/1X6BxBlHqA8VdFrLwmeSiNSEpEB.jpg,False,"Cinco adolescentes empleados de un cine en una pequeña localidad cristiana descubren una misteriosa película oculta en el sótano que desata un súcubo que les enseña educación sexual, escrita en sangre.",2020-05-08,"[35, 27]",Porno,en,Porno,/1zgugDjeC24ip242hEETR9CaUar.jpg,40.115,276,False,6.3,movie
18,19908,/fQAt6ltWR780GUoWXuuEUgxhbgU.jpg,False,"En un mundo plagado de zombis, Columbus es un gallina, un joven que se encuentra aterrorizado por la situación, pero cuando te juegas el ser comido por los zombies, el miedo puede mantenerte vivo. De hecho su cobardía precisamente le ha permitido que sus sesos aún se mantengan en su cabeza. Entonces un día conoce a Tallahassse, un macarra caza zombies cuya única determinación en su vida es lograr el último Twinkie (dulce americano) en la tierra. Cuando ambos unen fuerzas con Wichita y Little Rock, que también han encontrado una manera original de sobrevivir en ese caos, tendrán que elegir qué es peor: si confiar los unos en los otros para sobrevivir o sucumbir ante los zombies.",2009-10-08,"[35, 27]",Zombieland,en,Bienvenidos a Zombieland,/qQ93XZ5lqOyMd1MrqFftCJGsG1A.jpg,41.073,11111,False,7.3,movie,/fQAt6ltWR780GUoWXuuEUgxhbgU.jpg,False,"En un mundo plagado de zombis, Columbus es un gallina, un joven que se encuentra aterrorizado por la situación, pero cuando te juegas el ser comido por los zombies, el miedo puede mantenerte vivo. De hecho su cobardía precisamente le ha permitido que sus sesos aún se mantengan en su cabeza. Entonces un día conoce a Tallahassse, un macarra caza zombies cuya única determinación en su vida es lograr el último Twinkie (dulce americano) en la tierra. Cuando ambos unen fuerzas con Wichita y Little Rock, que también han encontrado una manera original de sobrevivir en ese caos, tendrán que elegir qué es peor: si confiar los unos en los otros para sobrevivir o sucumbir ante los zombies.",2009-10-08,"[35, 27]",Zombieland,en,Bienvenidos a Zombieland,/qQ93XZ5lqOyMd1MrqFftCJGsG1A.jpg,41.073,11111,False,7.3,movie
19,273477,/qxYhEeYxRb4MDwTCnCR6QD82gb1.jpg,False,"Tres Scouts, en la víspera de su último campamento, descubre el verdadero significado de la amistad cuando tratan de salvar a su pueblo de un brote de zombis.",2015-10-30,"[35, 27]",Scouts Guide to the Zombie Apocalypse,en,Zombie camp,/hUpHXyLRNvtt0AAwdPmUsSQQKB8.jpg,47.213,1665,False,6.5,movie,/qxYhEeYxRb4MDwTCnCR6QD82gb1.jpg,False,"Tres Scouts, en la víspera de su último campamento, descubre el verdadero significado de la amistad cuando tratan de salvar a su pueblo de un brote de zombis.",2015-10-30,"[35, 27]",Scouts Guide to the Zombie Apocalypse,en,Zombie camp,/hUpHXyLRNvtt0AAwdPmUsSQQKB8.jpg,47.213,1665,False,6.5,movie
20,11249,/dYbp4NwCTQN8JLxKh5i4vech3td.jpg,False,"Seed of Chucky presenta a Glen, el hijo huérfano del irresistible Chucky y de su retorcida esposa Tiffany. En Hollywood se prepara una película acerca de la leyenda urbana de sus sanguinarios padres y Glen aprovecha para resucitarlos. Pero las relaciones familiares son todo menos perfectas cuando Glen descubre que Chucky y su deliciosa Tiffany se han lanzado a una carrera tan infernal como criminal. Chucky no acaba de creerse que su retoño no quiera seguir sus sangrientos pasos. Tiffany, totalmente colgada de las estrellas de Hollywood, tampoco acaba de creerse que el director haya escogido a Jennifer Tilly para protagonizar la película. La actriz no tarda en convertirse, muy a pesar suyo, en anfitriona de la temible familia.",2004-11-12,"[35, 27, 53]",Seed of Chucky,en,La semilla de Chucky,/joTtQICm7vrGrVitC1bobgBmxUh.jpg,40.842,1354,False,5.4,movie,/dYbp4NwCTQN8JLxKh5i4vech3td.jpg,False,"Seed of Chucky presenta a Glen, el hijo huérfano del irresistible Chucky y de su retorcida esposa Tiffany. En Hollywood se prepara una película acerca de la leyenda urbana de sus sanguinarios padres y Glen aprovecha para resucitarlos. Pero las relaciones familiares son todo menos perfectas cuando Glen descubre que Chucky y su deliciosa Tiffany se han lanzado a una carrera tan infernal como criminal. Chucky no acaba de creerse que su retoño no quiera seguir sus sangrientos pasos. Tiffany, totalmente colgada de las estrellas de Hollywood, tampoco acaba de creerse que el director haya escogido a Jennifer Tilly para protagonizar la película. La actriz no tarda en convertirse, muy a pesar suyo, en anfitriona de la temible familia.",2004-11-12,"[35, 27, 53]",Seed of Chucky,en,La semilla de Chucky,/joTtQICm7vrGrVitC1bobgBmxUh.jpg,40.842,1354,False,5.4,movie
21,338967,/mIUGQ89isLNj4IRujDsXrZFIZCQ.jpg,False,"En esta secuela y empleando el característico sentido del humor del que hizo gala ""Zombieland"", el grupo de protagonistas tendrá que viajar desde la Casa Blanca hasta el corazón de los Estados Unidos, sobreviviendo a nuevas clases de muertos vivientes que han evolucionado desde lo sucedido hace algunos años, así como a algunos supervivientes humanos rezagados. Pero, por encima de todo, tendrán que tratar de soportar los inconvenientes de convivir entre ellos.",2019-10-18,"[35, 27]",Zombieland: Double Tap,en,Zombieland: Mata y remata,/e7tMI0zVKJB2TS74TaBifIZIkCp.jpg,39.465,4966,False,7.0,movie,/mIUGQ89isLNj4IRujDsXrZFIZCQ.jpg,False,"En esta secuela y empleando el característico sentido del humor del que hizo gala ""Zombieland"", el grupo de protagonistas tendrá que viajar desde la Casa Blanca hasta el corazón de los Estados Unidos, sobreviviendo a nuevas clases de muertos vivientes que han evolucionado desde lo sucedido hace algunos años, así como a algunos supervivientes humanos rezagados. Pero, por encima de todo, tendrán que tratar de soportar los inconvenientes de convivir entre ellos.",2019-10-18,"[35, 27]",Zombieland: Double Tap,en,Zombieland: Mata y remata,/e7tMI0zVKJB2TS74TaBifIZIkCp.jpg,39.465,4966,False,7.0,movie
22,831410,/1HXFBv3DlcGROOhVYutwJIP2eV5.jpg,False,"Cuando a Abby y sus compañeros de equipo de Diablos se les prohíbe hacer acrobacias de porristas arriesgadas por parte de su escuela demasiado cautelosa, temen que se rían de ellos en la próxima competencia regional de porristas. Al equipo se le ocurre un plan para coreografiar una rutina ganadora en secreto, en una escuela abandonada cercana. Una vez en la escuela para ensayar, una a una las porristas comienzan a desaparecer. Para cuando se den cuenta de que están encerrados con un asesino, puede que sea demasiado tarde para que alguno de ellos sobreviva. Deben usar sus habilidades para luchar contra un asesino que solo les da una opción: ¡Animar o morir!",2022-09-27,"[53, 27, 35, 10770]",Bring It On: Cheer Or Die,en,A por todas: Anima o muere,/mYOooABOzWRaFMRWDhUAXiKuTaO.jpg,44.726,81,False,6.3,movie,/1HXFBv3DlcGROOhVYutwJIP2eV5.jpg,False,"Cuando a Abby y sus compañeros de equipo de Diablos se les prohíbe hacer acrobacias de porristas arriesgadas por parte de su escuela demasiado cautelosa, temen que se rían de ellos en la próxima competencia regional de porristas. Al equipo se le ocurre un plan para coreografiar una rutina ganadora en secreto, en una escuela abandonada cercana. Una vez en la escuela para ensayar, una a una las porristas comienzan a desaparecer. Para cuando se den cuenta de que están encerrados con un asesino, puede que sea demasiado tarde para que alguno de ellos sobreviva. Deben usar sus habilidades para luchar contra un asesino que solo les da una opción: ¡Animar o morir!",2022-09-27,"[53, 27, 35, 10770]",Bring It On: Cheer Or Die,en,A por todas: Anima o muere,/mYOooABOzWRaFMRWDhUAXiKuTaO.jpg,44.726,81,False,6.3,movie
23,623491,/ePd02d2hWluUppkm7WBfeylsTT2.jpg,False,"Dos años después de derrotar a la secta satánica liderada por la niñera Bee, Cole trata de olvidar su pasado para centrarse así en sobrevivir al instituto. Cuando viejos enemigos regresan, Cole no tendrá más remedio que volver a enfrentarse a las fuerzas del mal.",2020-09-10,"[35, 27]",The Babysitter: Killer Queen,en,The Babysitter: Killer Queen,/naUJGskMlDg2HZ0FhsaMG5xPF2K.jpg,43.594,1342,False,6.4,movie,/ePd02d2hWluUppkm7WBfeylsTT2.jpg,False,"Dos años después de derrotar a la secta satánica liderada por la niñera Bee, Cole trata de olvidar su pasado para centrarse así en sobrevivir al instituto. Cuando viejos enemigos regresan, Cole no tendrá más remedio que volver a enfrentarse a las fuerzas del mal.",2020-09-10,"[35, 27]",The Babysitter: Killer Queen,en,The Babysitter: Killer Queen,/naUJGskMlDg2HZ0FhsaMG5xPF2K.jpg,43.594,1342,False,6.4,movie
24,587092,/joOEYpfltqoqkaiQio24TUTntGM.jpg,False,"El ejército osito adoctrina a jóvenes reclutas para la guerra que libran contra los unicornios y amenaza la seguridad del pueblo osito. Los hermanos Azulín y Gordi, junto a un inexperto grupo de reclutas, serán enviados a una peligrosa misión para salvar el Bosque Mágico. ¿Estarán los ositos preparados para ello?",2023-02-03,"[28, 16, 35, 14, 27, 10752]",Unicorn Wars,es,Unicorn Wars,/rbUPJoJJquPbX1AiV6GzOqcmJME.jpg,36.179,34,False,6.5,movie,/joOEYpfltqoqkaiQio24TUTntGM.jpg,False,"El ejército osito adoctrina a jóvenes reclutas para la guerra que libran contra los unicornios y amenaza la seguridad del pueblo osito. Los hermanos Azulín y Gordi, junto a un inexperto grupo de reclutas, serán enviados a una peligrosa misión para salvar el Bosque Mágico. ¿Estarán los ositos preparados para ello?",2023-02-03,"[28, 16, 35, 14, 27, 10752]",Unicorn Wars,es,Unicorn Wars,/rbUPJoJJquPbX1AiV6GzOqcmJME.jpg,36.179,34,False,6.5,movie
