,0
2997,109
2998,132
2999,104
3000,70
3001,98
3002,101
3003,106
3004,97
3005,79
3006,111
3007,93
3008,83
3009,89
3010,88
3011,93
3012,85
3013,84
3014,91
3015,95
3016,83
3017,84
3018,80
3019,85
3020,85
3021,95
3022,88
3023,99
3024,91
3025,94
3026,83
3027,88
3028,89
3029,95
3030,102
3031,94
3032,60
3033,84
3034,97
3035,80
3036,94
3037,87
3038,115
3039,85
3040,90
3041,90
3042,74
3043,72
3044,114
3045,76
3046,89
3047,80
3048,104
3049,108
3050,90
3051,120
3052,95
3053,92
3054,88
3055,86
3056,82
3057,61
3058,128
3059,80
3060,82
3061,90
3062,95
3063,60
3064,90
3065,93
3066,97
3067,80
3068,94
3069,91
3070,80
3071,263
3072,87
3073,86
3074,78
3075,80
3076,71
3077,111
3078,98
3079,82
3080,79
3081,100
3082,82
3083,83
3084,94
3085,90
3086,97
3087,77
3088,88
3089,87
3090,85
3091,89
3092,91
3093,81
3094,84
3095,92
3096,79
3097,74
3098,85
3099,89
3100,87
3101,94
3102,98
3103,88
3104,64
3105,90
3106,91
3107,85
3108,75
3109,90
3110,98
3111,81
3112,93
3113,88
3114,90
3115,0
3116,59
3117,72
3118,90
3119,78
3120,95
3121,74
3122,90
3123,89
3124,88
3125,93
3126,90
3127,97
3128,98
3129,85
3130,87
3131,99
3132,70
3133,90
3134,87
3135,78
3136,99
3137,93
3138,103
3139,94
3140,96
3141,87
3142,85
3143,79
3144,90
3145,90
3146,84
3147,90
3148,97
3149,90
3150,130
3151,135
3152,92
3153,87
3154,95
3155,113
3156,86
3157,97
3158,92
3159,87
3160,82
3161,102
3162,92
3163,81
3164,87
3165,97
3166,87
3167,83
3168,98
3169,90
3170,92
3171,94
3172,85
3173,93
3174,79
3175,86
3176,92
3177,105
3178,82
3179,104
3180,97
3181,90
3182,92
3183,101
3184,91
3185,80
3186,95
3187,90
3188,66
3189,82
3190,100
3191,85
3192,82
3193,91
3194,85
3195,90
3196,101
3197,105
3198,88
3199,102
3200,89
3201,87
3202,81
3203,107
3204,80
3205,61
3206,103
3207,87
3208,23
3209,82
3210,83
3211,89
3212,85
3213,87
3214,96
3215,96
3216,87
3217,90
3218,50
3219,96
3220,95
3221,108
3222,90
3223,90
3224,90
3225,90
3226,63
3227,104
3228,85
3229,112
3230,86
3231,104
3232,89
3233,65
3234,88
3235,93
3236,93
3237,95
3238,90
3239,90
3240,96
3241,95
3242,93
3243,91
3244,90
3245,90
3246,91
3247,94
3248,94
3249,82
3250,84
3251,116
3252,110
3253,83
3254,87
3255,69
3256,98
3257,101
3258,89
3259,85
3260,88
3261,94
3262,74
3263,90
3264,84
3265,83
3266,84
3267,86
3268,60
3269,90
3270,83
3271,85
3272,98
3273,82
3274,80
3275,82
3276,96
3277,90
3278,96
3279,90
3280,90
3281,95
3282,77
3283,72
3284,74
3285,89
3286,84
3287,84
3288,21
3289,89
3290,96
3291,95
3292,80
3293,4
3294,80
3295,78
3296,92
3297,97
3298,66
3299,87
3300,103
3301,90
3302,108
3303,108
3304,90
3305,95
3306,92
3307,93
3308,84
3309,95
3310,91
3311,83
3312,116
3313,93
3314,88
3315,57
3316,100
3317,104
3318,95
3319,89
3320,85
3321,81
3322,90
3323,93
3324,85
3325,80
3326,86
3327,73
3328,85
3329,70
3330,100
3331,94
3332,90
3333,88
3334,89
3335,90
3336,116
3337,88
3338,93
3339,77
3340,104
3341,100
3342,108
3343,110
3344,98
3345,84
3346,85
3347,99
3348,92
3349,91
3350,119
3351,82
3352,83
3353,86
3354,93
3355,92
3356,82
3357,99
3358,94
3359,63
3360,86
3361,67
3362,108
3363,8
3364,83
3365,90
3366,66
3367,110
3368,88
3369,92
3370,93
3371,84
3372,89
3373,89
3374,91
3375,80
3376,80
3377,97
3378,104
3379,84
3380,83
3381,14
3382,83
3383,90
3384,98
3385,87
3386,86
3387,85
3388,88
3389,73
3390,91
3391,93
3392,96
3393,103
3394,91
3395,69
3396,102
3397,97
3398,97
3399,90
3400,94
3401,34
3402,103
3403,12
3404,85
3405,95
3406,85
3407,88
3408,76
3409,89
3410,103
3411,90
3412,84
3413,94
3414,90
3415,185
3416,84
3417,87
3418,86
3419,99
3420,80
3421,99
3422,72
3423,81
3424,66
3425,91
3426,84
3427,95
3428,90
3429,77
3430,103
3431,95
3432,86
3433,90
3434,75
3435,94
3436,127
3437,98
3438,85
3439,87
3440,61
3441,83
3442,94
3443,87
3444,90
3445,92
3446,97
3447,90
3448,92
3449,86
3450,103
3451,104
3452,79
3453,98
3454,7
3455,102
3456,91
3457,84
3458,97
3459,86
3460,82
3461,91
3462,95
3463,91
3464,84
3465,87
3466,99
3467,92
3468,94
3469,82
3470,85
3471,80
3472,102
3473,98
3474,83
3475,85
3476,99
3477,92
3478,114
3479,105
3480,94
3481,88
3482,84
3483,110
3484,91
3485,90
3486,84
3487,80
3488,122
3489,95
3490,95
3491,95
3492,90
3493,88
3494,89
3495,93
3496,86
3497,90
3498,96
3499,88
3500,81
3501,89
3502,87
3503,96
3504,96
3505,81
3506,90
3507,98
3508,99
3509,67
3510,95
3511,89
3512,83
3513,84
3514,97
3515,115
3516,89
3517,99
3518,80
3519,88
3520,85
3521,90
3522,89
3523,87
3524,90
3525,97
3526,90
3527,88
3528,111
3529,99
3530,88
3531,83
3532,81
3533,85
3534,86
3535,85
3536,89
3537,93
3538,85
3539,114
3540,95
3541,86
3542,90
3543,97
3544,96
3545,85
3546,96
3547,96
3548,92
3549,93
3550,77
3551,91
3552,87
3553,0
3554,90
3555,4
3556,90
3557,75
3558,101
3559,80
3560,106
3561,170
3562,88
3563,87
3564,83
3565,77
3566,85
3567,98
3568,17
3569,85
3570,90
3571,80
3572,93
3573,91
3574,89
3575,74
3576,94
3577,100
3578,88
3579,84
3580,82
3581,89
3582,60
3583,97
3584,86
3585,82
3586,82
3587,82
3588,75
3589,83
3590,88
3591,89
3592,100
3593,80
3594,89
3595,77
3596,84
3597,84
3598,95
3599,91
3600,249
3601,78
3602,88
3603,95
3604,114
3605,103
3606,123
3607,84
3608,106
3609,93
3610,114
3611,7
3612,89
3613,110
3614,85
3615,89
3616,75
3617,93
3618,92
3619,80
3620,97
3621,88
3622,85
3623,90
3624,81
3625,77
3626,55
3627,94
3628,25
3629,78
3630,35
3631,105
3632,140
3633,46
3634,90
3635,89
3636,84
3637,90
3638,85
3639,94
3640,91
3641,89
3642,100
3643,7
3644,85
3645,95
3646,84
3647,87
3648,101
3649,80
3650,90
3651,91
3652,100
3653,83
3654,96
3655,86
3656,60
3657,112
3658,99
3659,82
3660,86
3661,88
3662,139
3663,90
3664,85
3665,86
3666,83
3667,84
3668,92
3669,95
3670,124
3671,95
3672,93
3673,90
3674,89
3675,74
3676,58
3677,90
3678,11
3679,95
3680,90
3681,76
3682,80
3683,86
3684,90
3685,72
3686,71
3687,87
3688,80
3689,94
3690,98
3691,96
3692,70
3693,112
3694,84
3695,88
3696,102
3697,60
3698,98
3699,0
3700,90
3701,80
3702,87
3703,81
3704,94
3705,91
3706,80
3707,81
3708,86
3709,84
3710,104
3711,86
3712,90
3713,75
3714,80
3715,84
3716,87
3717,92
3718,85
3719,90
3720,78
3721,84
3722,90
3723,106
3724,87
3725,70
3726,94
3727,88
3728,86
3729,75
3730,130
3731,85
3732,90
3733,91
3734,85
3735,88
3736,81
3737,84
3738,84
3739,0
3740,77
3741,90
3742,96
3743,99
3744,83
3745,104
3746,99
3747,95
3748,86
3749,95
3750,90
3751,84
3752,89
3753,100
3754,116
3755,18
3756,114
3757,95
3758,85
3759,85
3760,86
3761,83
3762,87
3763,105
3764,80
3765,83
3766,86
3767,92
3768,86
3769,45
3770,90
3771,90
3772,98
3773,89
3774,103
3775,81
3776,96
3777,95
3778,81
3779,81
3780,83
3781,90
3782,105
3783,84
3784,88
3785,90
3786,84
3787,93
3788,79
3789,103
3790,85
3791,86
3792,92
3793,69
3794,100
3795,87
3796,105
3797,81
3798,100
3799,79
3800,72
3801,92
3802,80
3803,77
3804,86
3805,84
3806,96
3807,84
3808,89
3809,98
3810,76
3811,86
3812,100
3813,79
3814,87
3815,80
3816,89
3817,87
3818,89
3819,87
3820,85
3821,87
3822,85
3823,82
3824,102
3825,88
3826,90
3827,91
3828,87
3829,102
3830,90
3831,100
3832,71
3833,80
3834,81
3835,104
3836,89
3837,70
3838,81
3839,88
3840,90
3841,95
3842,97
3843,91
3844,64
3845,97
3846,92
3847,90
3848,94
3849,101
3850,90
3851,110
3852,98
3853,104
3854,92
3855,91
3856,86
3857,98
3858,97
3859,92
3860,119
3861,83
3862,88
3863,88
3864,105
3865,70
3866,0
3867,88
3868,86
3869,84
3870,80
3871,90
3872,81
3873,84
3874,82
3875,91
3876,93
3877,80
3878,83
3879,85
3880,90
3881,75
3882,80
3883,95
3884,88
3885,90
3886,97
3887,76
3888,89
3889,82
3890,97
3891,85
3892,95
3893,90
3894,86
3895,86
3896,98
3897,88
3898,92
3899,86
3900,83
3901,65
3902,78
3903,32
3904,85
3905,90
3906,92
3907,85
3908,45
3909,77
3910,86
3911,84
3912,84
3913,87
3914,24
3915,86
3916,77
3917,82
3918,77
3919,0
3920,84
3921,93
3922,94
3923,110
3924,91
3925,87
3926,90
3927,80
3928,95
3929,86
3930,75
3931,100
3932,87
3933,81
3934,91
3935,97
3936,88
3937,0
3938,80
3939,108
3940,90
3941,35
3942,90
3943,101
3944,85
3945,93
3946,86
3947,104
3948,88
3949,98
3950,84
3951,76
3952,90
3953,97
3954,92
3955,95
3956,98
3957,107
3958,82
3959,95
3960,68
3961,90
3962,89
3963,114
3964,80
3965,112
3966,89
3967,105
3968,88
3969,111
3970,82
3971,92
3972,91
3973,59
3974,82
3975,106
3976,92
3977,74
3978,85
3979,87
3980,0
3981,95
3982,97
3983,90
3984,88
3985,90
3986,121
3987,93
3988,91
3989,101
3990,98
3991,84
3992,81
3993,94
3994,85
3995,90
3996,87
3997,91
3998,68
3999,99
4000,75
4001,87
4002,108
4003,95
4004,71
4005,104
4006,72
4007,90
4008,95
4009,96
4010,120
4011,94
4012,95
4013,98
4014,86
4015,90
4016,102
4017,96
4018,88
4019,125
4020,92
4021,92
4022,95
4023,94
4024,93
4025,87
4026,83
4027,90
4028,80
4029,96
4030,90
4031,102
4032,108
4033,89
4034,96
4035,85
4036,96
4037,110
4038,87
4039,6
4040,608
4041,88
4042,10
4043,84
4044,94
4045,91
4046,0
4047,85
4048,90
4049,93
4050,66
4051,88
4052,87
4053,70
4054,94
4055,90
4056,86
4057,84
4058,105
4059,54
4060,89
4061,55
4062,92
4063,102
4064,82
4065,93
4066,111
4067,90
4068,91
4069,91
4070,115
4071,120
4072,70
4073,125
4074,91
4075,95
4076,92
4077,80
4078,81
4079,70
4080,88
4081,91
4082,0
4083,83
4084,78
4085,67
4086,170
4087,88
4088,10
4089,90
4090,93
4091,90
4092,95
4093,71
4094,95
4095,109
4096,92
4097,105
4098,87
4099,100
4100,84
4101,99
4102,90
4103,83
4104,85
4105,98
4106,87
4107,51
4108,96
4109,91
4110,77
4111,87
4112,82
4113,71
4114,84
4115,86
4116,83
4117,84
4118,105
4119,84
4120,80
4121,89
4122,107
4123,83
4124,100
4125,90
4126,91
4127,85
4128,80
4129,76
4130,103
4131,96
4132,92
4133,78
4134,101
4135,78
4136,93
4137,75
4138,101
4139,95
4140,86
4141,75
4142,91
4143,85
4144,80
4145,91
4146,88
4147,7
4148,90
4149,81
4150,70
4151,93
4152,100
4153,83
4154,89
4155,89
4156,100
4157,85
4158,57
4159,75
4160,7
4161,136
4162,83
4163,89
4164,90
4165,98
4166,90
4167,81
4168,92
4169,89
4170,97
4171,96
4172,90
4173,90
4174,83
4175,89
4176,78
4177,91
4178,86
4179,0
4180,93
4181,84
4182,97
4183,90
4184,86
4185,80
4186,3
4187,89
4188,88
4189,95
4190,122
4191,88
4192,88
4193,85
4194,92
4195,11
4196,84
4197,81
4198,89
4199,82
4200,100
4201,80
4202,93
4203,60
4204,95
4205,101
4206,86
4207,89
4208,91
4209,83
4210,92
4211,91
4212,92
4213,90
4214,86
4215,70
4216,90
4217,87
4218,85
4219,95
4220,104
4221,86
4222,105
4223,85
4224,85
4225,93
4226,62
4227,97
4228,80
4229,88
4230,95
4231,7
4232,62
4233,97
4234,90
4235,78
4236,87
4237,95
4238,94
4239,85
4240,85
4241,90
4242,82
4243,85
4244,88
4245,92
4246,75
4247,99
4248,85
4249,88
4250,90
4251,86
4252,75
4253,92
4254,89
4255,92
4256,90
4257,94
4258,144
4259,103
4260,83
4261,74
4262,23
4263,84
4264,88
4265,68
4266,81
4267,84
4268,110
4269,90
4270,90
4271,80
4272,88
4273,85
4274,82
4275,78
4276,110
4277,84
4278,84
4279,79
4280,88
4281,86
4282,79
4283,99
4284,68
4285,80
4286,82
4287,82
4288,92
4289,109
4290,87
4291,10
4292,77
4293,87
4294,82
4295,99
4296,90
4297,97
4298,110
4299,67
4300,84
4301,85
4302,107
4303,91
4304,85
4305,87
4306,87
4307,59
4308,99
4309,106
4310,81
4311,76
4312,95
4313,87
4314,104
4315,80
4316,87
4317,90
4318,103
4319,88
4320,90
4321,84
4322,101
4323,90
4324,105
4325,102
4326,93
4327,92
4328,92
4329,84
4330,56
4331,93
4332,91
4333,86
4334,98
4335,91
4336,87
4337,90
4338,86
4339,70
4340,98
4341,90
4342,90
4343,99
4344,85
4345,89
4346,79
4347,91
4348,91
4349,94
4350,106
4351,104
4352,94
4353,85
4354,82
4355,87
4356,84
4357,99
4358,92
4359,95
4360,85
4361,91
4362,84
4363,111
4364,95
4365,87
4366,91
4367,79
4368,95
4369,86
4370,93
4371,107
4372,83
4373,92
4374,100
4375,87
4376,99
4377,97
4378,89
4379,74
4380,83
4381,95
4382,87
4383,80
4384,93
4385,100
4386,89
4387,88
4388,98
4389,118
4390,88
4391,87
4392,95
4393,103
4394,89
4395,76
4396,93
4397,87
4398,90
4399,83
4400,99
4401,44
4402,105
4403,117
4404,100
4405,85
4406,86
4407,74
4408,85
4409,96
4410,80
4411,87
4412,102
4413,50
4414,93
4415,121
4416,91
4417,75
4418,86
4419,97
4420,83
4421,80
4422,80
4423,80
4424,81
4425,91
4426,91
4427,100
4428,91
4429,112
4430,84
4431,90
4432,100
4433,96
4434,90
4435,87
4436,93
4437,74
4438,81
4439,73
4440,81
4441,79
4442,86
4443,70
4444,93
4445,67
4446,80
4447,87
4448,98
4449,90
4450,62
4451,85
4452,88
4453,87
4454,84
4455,84
4456,0
4457,80
4458,83
4459,90
4460,102
4461,15
4462,89
4463,87
4464,87
4465,91
4466,87
4467,86
4468,92
4469,82
4470,82
4471,87
4472,90
4473,0
4474,85
4475,90
4476,91
4477,74
4478,10
4479,83
4480,79
4481,99
4482,90
4483,87
4484,86
4485,13
4486,58
4487,77
4488,79
4489,77
4490,20
4491,83
4492,90
4493,94
4494,80
4495,85
4496,79
4497,90
4498,108
4499,90
4500,86
4501,74
4502,80
4503,101
4504,82
4505,91
4506,94
4507,91
4508,92
4509,86
4510,89
4511,14
4512,74
4513,90
4514,89
4515,62
4516,87
4517,96
4518,82
4519,82
4520,80
4521,92
4522,78
4523,79
4524,76
4525,92
4526,96
4527,90
4528,98
4529,83
4530,99
4531,82
4532,82
4533,85
4534,83
4535,91
4536,72
4537,103
4538,89
4539,112
4540,68
4541,94
4542,87
4543,87
4544,74
4545,73
4546,59
4547,69
4548,88
4549,107
4550,184
4551,88
4552,81
4553,76
4554,93
4555,95
4556,29
4557,89
4558,83
4559,88
4560,90
4561,83
4562,85
4563,70
4564,110
4565,94
4566,90
4567,84
4568,84
4569,82
4570,0
4571,90
4572,76
4573,94
4574,84
4575,115
4576,84
4577,60
4578,101
4579,85
4580,92
4581,100
4582,85
4583,92
4584,101
4585,95
4586,90
4587,83
4588,90
4589,86
4590,81
4591,102
4592,86
4593,90
4594,63
4595,84
4596,81
4597,81
4598,88
4599,80
4600,76
4601,78
4602,86
4603,95
4604,82
4605,90
4606,86
4607,76
4608,81
4609,90
4610,90
4611,90
4612,95
4613,91
4614,90
4615,85
4616,101
4617,102
4618,87
4619,87
4620,85
4621,93
4622,89
4623,89
4624,104
4625,87
4626,82
4627,62
4628,92
4629,90
4630,82
4631,85
4632,105
4633,95
4634,86
4635,74
4636,93
4637,95
4638,80
4639,86
4640,0
4641,103
4642,86
4643,93
4644,97
4645,88
4646,89
4647,81
4648,115
4649,85
4650,79
4651,90
4652,77
4653,109
4654,93
4655,93
4656,90
4657,75
4658,117
4659,94
4660,100
4661,90
4662,80
4663,103
4664,83
4665,69
4666,79
4667,104
4668,103
4669,87
4670,97
4671,90
4672,87
4673,49
4674,96
4675,78
4676,86
4677,92
4678,84
4679,92
4680,30
4681,63
4682,72
4683,117
4684,81
4685,85
4686,105
4687,29
4688,88
4689,98
4690,99
4691,85
4692,85
4693,87
4694,89
4695,96
4696,80
4697,85
4698,75
4699,120
4700,84
4701,95
4702,96
4703,90
4704,50
4705,80
4706,59
4707,76
4708,34
4709,90
4710,98
4711,85
4712,100
4713,93
4714,91
4715,96
4716,79
4717,100
4718,90
4719,84
4720,77
4721,77
4722,102
4723,90
4724,92
4725,61
4726,102
4727,64
4728,89
4729,89
4730,105
4731,95
4732,89
4733,82
4734,84
4735,94
4736,93
4737,98
4738,89
4739,85
4740,76
4741,94
4742,78
4743,81
4744,83
4745,87
4746,84
4747,89
4748,101
4749,105
4750,76
4751,81
4752,102
4753,62
4754,107
4755,90
4756,89
4757,83
4758,87
4759,87
4760,104
4761,91
4762,105
4763,95
4764,81
4765,81
4766,87
4767,72
4768,83
4769,100
4770,66
4771,88
4772,91
4773,95
4774,46
4775,87
4776,65
4777,86
4778,4
4779,90
4780,94
4781,90
4782,84
4783,83
4784,99
4785,105
4786,100
4787,90
4788,89
4789,89
4790,83
4791,104
4792,85
4793,7
4794,104
4795,85
4796,75
4797,93
4798,111
4799,82
4800,95
4801,86
4802,0
4803,85
4804,100
4805,89
4806,90
4807,92
4808,90
4809,80
4810,98
4811,93
4812,94
4813,78
4814,81
4815,91
4816,78
4817,69
4818,4
4819,89
4820,46
4821,86
4822,92
4823,85
4824,88
4825,84
4826,78
4827,86
4828,85
4829,78
4830,99
4831,88
4832,95
4833,88
4834,92
4835,82
4836,90
4837,99
4838,120
4839,96
4840,93
4841,91
4842,74
4843,93
4844,81
4845,232
4846,72
4847,89
4848,74
4849,69
4850,83
4851,89
4852,102
4853,81
4854,90
4855,98
4856,92
4857,79
4858,101
4859,99
4860,90
4861,83
4862,89
4863,89
4864,89
4865,105
4866,85
4867,90
4868,86
4869,95
4870,6
4871,86
4872,0
4873,80
4874,87
4875,97
4876,2
4877,70
4878,79
4879,74
4880,90
4881,95
4882,87
4883,80
4884,75
4885,103
4886,90
4887,95
4888,70
4889,100
4890,88
4891,85
4892,86
4893,96
4894,82
4895,68
4896,81
4897,86
4898,90
4899,80
4900,86
4901,0
4902,71
4903,82
4904,68
4905,94
4906,90
4907,91
4908,81
4909,76
4910,135
4911,84
4912,81
4913,92
4914,90
4915,81
4916,90
4917,105
4918,85
4919,74
4920,88
4921,82
4922,76
4923,132
4924,87
4925,82
4926,83
4927,94
4928,72
4929,105
4930,90
4931,74
4932,87
4933,100
4934,82
4935,88
4936,97
4937,92
4938,98
4939,84
4940,92
4941,77
4942,92
4943,90
4944,86
4945,64
4946,84
4947,96
4948,0
4949,92
4950,89
4951,86
4952,85
4953,90
4954,87
4955,89
4956,91
4957,95
4958,88
4959,96
4960,95
4961,103
4962,80
4963,103
4964,80
4965,90
4966,84
4967,89
4968,93
4969,48
4970,80
4971,61
4972,84
4973,85
4974,55
4975,85
4976,107
4977,18
4978,84
4979,72
4980,5
4981,89
4982,80
4983,85
4984,84
4985,96
4986,100
4987,86
4988,87
4989,98
4990,70
4991,70
4992,90
4993,97
4994,80
4995,76
4996,91
4997,90
4998,85
4999,83
5000,75
5001,85
5002,10
5003,98
5004,84
5005,100
5006,74
5007,105
5008,90
5009,102
5010,91
5011,108
5012,80
5013,83
5014,103
5015,88
5016,93
5017,82
5018,99
5019,104
5020,92
5021,70
5022,90
5023,93
5024,77
5025,70
5026,89
5027,89
5028,0
5029,75
5030,87
5031,111
5032,86
5033,85
5034,100
5035,96
5036,0
5037,90
5038,144
5039,7
5040,85
5041,85
5042,85
5043,69
5044,90
5045,0
5046,80
5047,76
5048,83
5049,104
5050,89
5051,90
5052,40
5053,8
5054,88
5055,111
5056,95
5057,85
5058,80
5059,71
5060,89
5061,81
5062,92
5063,94
5064,86
5065,89
5066,93
5067,85
5068,92
5069,95
5070,0
5071,90
5072,87
5073,92
5074,106
5075,83
5076,93
5077,62
5078,82
5079,96
5080,94
5081,80
5082,61
5083,91
5084,78
5085,100
5086,87
5087,71
5088,83
5089,90
5090,80
5091,110
5092,96
5093,80
5094,123
5095,95
5096,87
5097,105
5098,90
5099,82
5100,95
5101,10
5102,96
5103,120
5104,94
5105,70
5106,80
5107,101
5108,109
5109,75
5110,73
5111,108
5112,81
5113,80
5114,99
5115,100
5116,82
5117,87
5118,91
5119,88
5120,82
5121,87
5122,84
5123,90
5124,74
5125,89
5126,88
5127,94
5128,81
5129,98
5130,95
5131,96
5132,81
5133,90
5134,104
5135,53
5136,92
5137,119
5138,91
5139,88
5140,82
5141,80
5142,75
5143,76
5144,81
5145,87
5146,73
5147,83
5148,83
5149,73
5150,8
5151,86
5152,73
5153,88
5154,128
5155,0
5156,89
5157,85
5158,91
5159,84
5160,90
5161,79
5162,90
5163,81
5164,92
5165,75
5166,76
5167,92
5168,88
5169,93
5170,82
5171,94
5172,93
5173,80
5174,92
5175,94
5176,89
5177,90
5178,60
5179,69
5180,85
5181,85
5182,92
5183,88
5184,96
5185,92
5186,74
5187,85
5188,92
5189,105
5190,97
5191,0
5192,106
5193,88
5194,90
5195,89
5196,86
5197,101
5198,85
5199,88
5200,90
5201,80
5202,86
5203,87
5204,80
5205,85
5206,77
5207,95
5208,74
5209,112
5210,88
5211,85
5212,95
5213,82
5214,82
5215,85
5216,80
5217,89
5218,86
5219,63
5220,85
5221,50
5222,87
5223,82
5224,75
5225,100
5226,79
5227,82
5228,80
5229,90
5230,85
5231,89
5232,90
5233,106
5234,82
5235,86
5236,76
5237,100
5238,94
5239,93
5240,87
5241,100
5242,80
5243,76
5244,83
5245,86
5246,73
5247,69
5248,88
5249,82
5250,91
5251,82
5252,80
5253,84
5254,99
5255,93
5256,88
5257,68
5258,89
5259,76
5260,90
5261,80
5262,105
5263,86
5264,92
5265,90
5266,88
5267,113
5268,79
5269,0
5270,25
5271,90
5272,93
5273,93
5274,89
5275,96
5276,96
5277,100
5278,70
5279,85
5280,85
5281,93
5282,86
5283,89
5284,101
5285,77
5286,86
5287,0
5288,90
5289,84
5290,94
5291,79
5292,80
5293,93
5294,86
5295,73
5296,95
5297,100
5298,88
5299,81
5300,80
5301,100
5302,85
5303,95
5304,81
5305,62
5306,80
5307,89
5308,85
5309,0
5310,82
5311,95
5312,90
5313,1
5314,94
5315,96
5316,91
5317,89
5318,137
5319,85
5320,64
5321,85
5322,77
5323,90
5324,86
5325,80
5326,87
5327,83
5328,140
5329,82
5330,83
5331,91
5332,72
5333,84
5334,90
5335,84
5336,91
5337,72
5338,85
5339,84
5340,80
5341,97
5342,17
5343,107
5344,92
5345,83
5346,74
5347,78
5348,80
5349,79
5350,83
5351,0
5352,73
5353,95
5354,97
5355,96
5356,61
5357,87
5358,89
5359,62
5360,89
5361,81
5362,81
5363,94
5364,73
5365,96
5366,120
5367,84
5368,90
5369,75
5370,3
5371,90
5372,99
5373,80
5374,79
5375,80
5376,80
5377,4
5378,84
5379,95
5380,97
5381,85
5382,85
5383,97
5384,88
5385,8
5386,82
5387,84
5388,98
5389,90
5390,89
5391,94
5392,75
5393,100
5394,77
5395,90
5396,125
5397,82
5398,85
5399,89
5400,81
5401,87
5402,76
5403,83
5404,91
5405,89
5406,80
5407,80
5408,85
5409,79
5410,93
5411,94
5412,90
5413,86
5414,65
5415,113
5416,94
5417,83
5418,139
5419,81
5420,71
5421,137
5422,75
5423,0
5424,101
5425,83
5426,92
5427,90
5428,117
5429,81
5430,86
5431,89
5432,84
5433,87
5434,91
5435,91
5436,120
5437,85
5438,88
5439,80
5440,76
5441,73
5442,85
5443,78
5444,76
5445,85
5446,81
5447,86
5448,87
5449,95
5450,90
5451,90
5452,75
5453,72
5454,96
5455,87
5456,80
5457,60
5458,83
5459,16
5460,85
5461,92
5462,56
5463,97
5464,90
5465,65
5466,69
5467,90
5468,99
5469,97
5470,67
5471,94
5472,92
5473,116
5474,105
5475,94
5476,93
5477,83
5478,84
5479,89
5480,81
5481,120
5482,95
5483,84
5484,94
5485,78
5486,97
5487,91
5488,98
5489,91
5490,86
5491,87
5492,65
5493,77
5494,94
5495,0
5496,88
5497,81
5498,109
5499,92
5500,97
5501,92
5502,90
5503,61
5504,80
5505,99
5506,85
5507,90
5508,91
5509,0
5510,96
5511,77
5512,93
5513,85
5514,75
5515,100
5516,96
5517,91
5518,3
5519,90
5520,100
5521,84
5522,94
5523,91
5524,80
5525,95
5526,103
5527,82
5528,103
5529,85
5530,79
5531,92
5532,102
5533,71
5534,90
5535,72
5536,84
5537,92
5538,90
5539,84
5540,6
5541,94
5542,70
5543,99
5544,93
5545,81
5546,95
5547,104
5548,98
5549,71
5550,77
5551,92
5552,91
5553,80
5554,96
5555,105
5556,107
5557,82
5558,9
5559,86
5560,88
5561,73
5562,76
5563,63
5564,76
5565,96
5566,81
5567,86
5568,85
5569,98
5570,82
5571,97
5572,90
5573,94
5574,95
5575,79
5576,86
5577,87
5578,105
5579,90
5580,58
5581,88
5582,103
5583,73
5584,100
5585,91
5586,106
5587,62
5588,0
5589,90
5590,91
5591,83
5592,102
5593,80
5594,85
5595,91
5596,342
5597,104
5598,2
5599,109
5600,66
5601,85
5602,89
5603,94
5604,96
5605,96
5606,93
5607,88
5608,81
5609,90
5610,97
5611,71
5612,86
5613,87
5614,88
5615,100
5616,96
5617,85
5618,87
5619,83
5620,83
5621,76
5622,88
5623,101
5624,87
5625,100
5626,83
5627,74
5628,85
5629,85
5630,85
5631,91
5632,97
5633,82
5634,40
5635,86
5636,72
5637,88
5638,87
5639,89
5640,96
5641,95
5642,84
5643,90
5644,80
5645,72
5646,85
5647,87
5648,95
5649,73
5650,73
5651,90
5652,100
5653,70
5654,91
5655,82
5656,80
5657,76
5658,100
5659,86
5660,94
5661,70
5662,51
5663,88
5664,93
5665,68
5666,96
5667,98
5668,93
5669,83
5670,85
5671,76
5672,78
5673,86
5674,91
5675,90
5676,98
5677,84
5678,77
5679,90
5680,75
5681,91
5682,10
5683,80
5684,82
5685,86
5686,100
5687,63
5688,74
5689,86
5690,86
5691,87
5692,67
5693,87
5694,85
5695,104
5696,81
5697,99
5698,86
5699,94
5700,95
5701,89
5702,75
5703,84
5704,77
5705,92
5706,86
5707,87
5708,98
5709,66
5710,87
5711,78
5712,83
5713,83
5714,100
5715,79
5716,82
5717,94
5718,79
5719,86
5720,100
5721,79
5722,97
5723,82
5724,82
5725,89
5726,86
5727,7
5728,83
5729,94
5730,81
5731,87
5732,92
5733,87
5734,81
5735,95
5736,86
5737,86
5738,93
5739,70
5740,89
5741,60
5742,71
5743,145
5744,0
5745,82
5746,80
5747,90
5748,90
5749,95
5750,93
5751,120
5752,110
5753,80
5754,126
5755,84
5756,85
5757,82
5758,100
5759,0
5760,91
5761,85
5762,93
5763,100
5764,91
5765,89
5766,89
5767,90
5768,92
5769,84
5770,86
5771,98
5772,67
5773,80
5774,82
5775,98
5776,90
5777,85
5778,81
5779,73
5780,80
5781,80
5782,90
5783,85
5784,71
5785,113
5786,92
5787,180
5788,101
5789,104
5790,90
5791,61
5792,89
5793,98
5794,97
5795,79
