,0
5796,66
5797,93
5798,90
5799,84
5800,91
5801,85
5802,90
5803,0
5804,84
5805,104
5806,83
5807,85
5808,90
5809,93
5810,86
5811,91
5812,88
5813,12
5814,98
5815,112
5816,78
5817,83
5818,101
5819,92
5820,98
5821,94
5822,74
5823,112
5824,84
5825,112
5826,97
5827,120
5828,78
5829,72
5830,87
5831,86
5832,94
5833,74
5834,85
5835,87
5836,72
5837,92
5838,91
5839,78
5840,81
5841,98
5842,94
5843,83
5844,87
5845,122
5846,90
5847,91
5848,120
5849,91
5850,88
5851,95
5852,93
5853,99
5854,67
5855,97
5856,90
5857,74
5858,70
5859,76
5860,82
5861,0
5862,98
5863,105
5864,77
5865,85
5866,78
5867,90
5868,0
5869,97
5870,107
5871,81
5872,63
5873,78
5874,98
5875,80
5876,88
5877,91
5878,88
5879,107
5880,81
5881,96
5882,86
5883,97
5884,11
5885,90
5886,90
5887,117
5888,82
5889,80
5890,105
5891,114
5892,80
5893,75
5894,91
5895,10
5896,91
5897,86
5898,83
5899,86
5900,85
5901,88
5902,77
5903,82
5904,90
5905,102
5906,75
5907,103
5908,88
5909,88
5910,60
5911,92
5912,80
5913,91
5914,82
5915,80
5916,30
5917,91
5918,82
5919,81
5920,83
5921,86
5922,63
5923,86
5924,80
5925,71
5926,82
5927,80
5928,120
5929,120
5930,81
5931,88
5932,82
5933,98
5934,90
5935,93
5936,101
5937,95
5938,78
5939,83
5940,89
5941,0
5942,78
5943,91
5944,105
5945,84
5946,90
5947,84
5948,82
5949,97
5950,98
5951,0
5952,80
5953,94
5954,0
5955,74
5956,90
5957,112
5958,88
5959,93
5960,90
5961,85
5962,109
5963,79
5964,86
5965,90
5966,70
5967,92
5968,90
5969,69
5970,88
5971,107
5972,87
5973,97
5974,104
5975,86
5976,85
5977,113
5978,12
5979,95
5980,93
5981,91
5982,84
5983,98
5984,93
5985,96
5986,72
5987,97
5988,74
5989,15
5990,88
5991,90
5992,91
5993,91
5994,10
5995,80
5996,61
5997,86
5998,101
5999,75
6000,90
6001,72
6002,89
6003,90
6004,95
6005,80
6006,87
6007,94
6008,0
6009,89
6010,97
6011,100
6012,84
6013,60
6014,90
6015,95
6016,88
6017,111
6018,101
6019,80
6020,87
6021,93
6022,71
6023,81
6024,73
6025,80
6026,87
6027,80
6028,100
6029,95
6030,124
6031,95
6032,90
6033,95
6034,83
6035,83
6036,90
6037,99
6038,68
6039,89
6040,0
6041,75
6042,86
6043,85
6044,91
6045,84
6046,89
6047,89
6048,83
6049,80
6050,114
6051,84
6052,86
6053,86
6054,95
6055,73
6056,78
6057,59
6058,89
6059,85
6060,98
6061,109
6062,95
6063,108
6064,96
6065,97
6066,86
6067,88
6068,90
6069,92
6070,105
6071,100
6072,91
6073,10
6074,82
6075,77
6076,77
6077,90
6078,90
6079,90
6080,75
6081,94
6082,82
6083,102
6084,104
6085,23
6086,93
6087,95
6088,84
6089,90
6090,88
6091,96
6092,80
6093,70
6094,93
6095,10
6096,88
6097,90
6098,95
6099,92
6100,97
6101,81
6102,89
6103,90
6104,80
6105,70
6106,83
6107,92
6108,95
6109,84
6110,93
6111,88
6112,75
6113,95
6114,85
6115,92
6116,85
6117,75
6118,100
6119,98
6120,82
6121,69
6122,90
6123,94
6124,89
6125,67
6126,88
6127,11
6128,79
6129,90
6130,85
6131,83
6132,89
6133,90
6134,87
6135,9
6136,83
6137,80
6138,115
6139,0
6140,0
6141,81
6142,80
6143,72
6144,92
6145,104
6146,90
6147,79
6148,135
6149,102
6150,85
6151,81
6152,89
6153,7
6154,92
6155,95
6156,67
6157,68
6158,91
6159,117
6160,0
6161,88
6162,0
6163,101
6164,85
6165,91
6166,83
6167,106
6168,81
6169,74
6170,69
6171,92
6172,88
6173,86
6174,82
6175,135
6176,88
6177,77
6178,81
6179,77
6180,100
6181,93
6182,82
6183,86
6184,62
6185,98
6186,26
6187,93
6188,74
6189,64
6190,72
6191,93
6192,95
6193,87
6194,91
6195,77
6196,83
6197,85
6198,108
6199,87
6200,90
6201,94
6202,98
6203,15
6204,83
6205,79
6206,90
6207,0
6208,83
6209,87
6210,94
6211,75
6212,87
6213,86
6214,72
6215,90
6216,80
6217,90
6218,85
6219,119
6220,90
6221,94
6222,75
6223,102
6224,91
6225,77
6226,70
6227,8
6228,97
6229,0
6230,125
6231,96
6232,92
6233,90
6234,80
6235,80
6236,89
6237,90
6238,84
6239,85
6240,90
6241,94
6242,86
6243,91
6244,87
6245,93
6246,85
6247,87
6248,86
6249,0
6250,82
6251,5
6252,133
6253,0
6254,90
6255,88
6256,64
6257,94
6258,81
6259,69
6260,80
6261,135
6262,105
6263,87
6264,0
6265,83
6266,96
6267,71
6268,72
6269,77
6270,98
6271,78
6272,90
6273,89
6274,82
6275,87
6276,93
6277,70
6278,78
6279,80
6280,79
6281,72
6282,0
6283,90
6284,131
6285,90
6286,83
6287,100
6288,105
6289,93
6290,0
6291,85
6292,90
6293,95
6294,86
6295,0
6296,75
6297,85
6298,97
6299,90
6300,93
6301,89
6302,82
6303,93
6304,85
6305,84
6306,82
6307,93
6308,90
6309,90
6310,81
6311,79
6312,88
6313,94
6314,97
6315,106
6316,77
6317,97
6318,80
6319,96
6320,80
6321,80
6322,80
6323,89
6324,91
6325,82
6326,89
6327,17
6328,121
6329,85
6330,70
6331,0
6332,87
6333,95
6334,94
6335,90
6336,95
6337,120
6338,92
6339,90
6340,85
6341,7
6342,97
6343,72
6344,91
6345,87
6346,46
6347,94
6348,90
6349,62
6350,90
6351,82
6352,61
6353,94
6354,75
6355,92
6356,93
6357,68
6358,76
6359,89
6360,91
6361,83
6362,79
6363,0
6364,71
6365,6
6366,89
6367,94
6368,86
6369,90
6370,80
6371,87
6372,90
6373,99
6374,99
6375,95
6376,66
6377,85
6378,93
6379,70
6380,90
6381,90
6382,87
6383,90
6384,90
6385,83
6386,91
6387,90
6388,97
6389,95
6390,78
6391,92
6392,83
6393,0
6394,66
6395,87
6396,35
6397,100
6398,96
6399,86
6400,89
6401,95
6402,73
6403,85
6404,94
6405,92
6406,90
6407,90
6408,73
6409,84
6410,86
6411,84
6412,90
6413,80
6414,90
6415,94
6416,102
6417,91
6418,84
6419,68
6420,90
6421,97
6422,3
6423,13
6424,4
6425,13
6426,2
6427,74
6428,0
6429,90
6430,77
6431,90
6432,130
6433,75
6434,104
6435,93
6436,87
6437,82
6438,84
6439,106
6440,101
6441,107
6442,102
6443,72
6444,70
6445,85
6446,132
6447,83
6448,91
6449,88
6450,89
6451,85
6452,87
6453,97
6454,95
6455,88
6456,62
6457,87
6458,84
6459,77
6460,82
6461,90
6462,69
6463,88
6464,72
6465,92
6466,106
6467,98
6468,85
6469,96
6470,76
6471,105
6472,78
6473,97
6474,93
6475,91
6476,89
6477,108
6478,76
6479,87
6480,103
6481,88
6482,99
6483,81
6484,93
6485,93
6486,87
6487,87
6488,90
6489,87
6490,93
6491,90
6492,75
6493,83
6494,97
6495,75
6496,91
6497,85
6498,83
6499,82
6500,87
6501,79
6502,93
6503,87
6504,80
6505,212
6506,86
6507,81
6508,100
6509,110
6510,0
6511,90
6512,111
6513,97
6514,65
6515,96
6516,98
6517,83
6518,63
6519,0
6520,86
6521,87
6522,87
6523,90
6524,90
6525,75
6526,92
6527,88
6528,84
6529,87
6530,86
6531,82
6532,85
6533,83
6534,90
6535,74
6536,83
6537,78
6538,83
6539,90
6540,85
6541,0
6542,82
6543,84
6544,85
6545,85
6546,91
6547,82
6548,79
6549,88
6550,78
6551,22
6552,86
6553,13
6554,98
6555,89
6556,0
6557,88
6558,74
6559,87
6560,80
6561,94
6562,94
6563,90
6564,111
6565,90
6566,0
6567,91
6568,139
6569,116
6570,99
6571,84
6572,75
6573,83
6574,50
6575,89
6576,67
6577,94
6578,114
6579,131
6580,80
6581,61
6582,84
6583,94
6584,78
6585,99
6586,75
6587,85
6588,119
6589,88
6590,92
6591,75
6592,81
6593,98
6594,65
6595,85
6596,90
6597,79
6598,91
6599,76
6600,20
6601,75
6602,73
6603,91
6604,62
6605,90
6606,96
6607,88
6608,85
6609,83
6610,94
6611,112
6612,81
6613,89
6614,71
6615,82
6616,99
6617,92
6618,102
6619,95
6620,89
6621,89
6622,78
6623,120
6624,83
6625,92
6626,80
6627,90
6628,100
6629,122
6630,88
6631,87
6632,10
6633,100
6634,80
6635,90
6636,95
6637,88
6638,86
6639,80
6640,89
6641,8
6642,79
6643,77
6644,133
6645,88
6646,92
6647,85
6648,65
6649,103
6650,114
6651,90
6652,90
6653,84
6654,92
6655,90
6656,14
6657,91
6658,97
6659,90
6660,74
6661,110
6662,90
6663,69
6664,86
6665,74
6666,153
6667,83
6668,83
6669,76
6670,89
6671,86
6672,83
6673,91
6674,94
6675,90
6676,95
6677,82
6678,85
6679,92
6680,103
6681,90
6682,93
6683,88
6684,123
6685,46
6686,75
6687,72
6688,107
6689,79
6690,85
6691,77
6692,80
6693,120
6694,94
6695,73
6696,94
6697,89
6698,98
6699,86
6700,106
6701,73
6702,93
6703,93
6704,88
6705,91
6706,84
6707,94
6708,87
6709,82
6710,99
6711,94
6712,77
6713,76
6714,75
6715,0
6716,72
6717,90
6718,78
6719,108
6720,68
6721,84
6722,96
6723,92
6724,114
6725,78
6726,85
6727,113
6728,20
6729,81
6730,90
6731,99
6732,96
6733,84
6734,70
6735,103
6736,92
6737,100
6738,78
6739,81
6740,87
6741,104
6742,82
6743,205
6744,92
6745,86
6746,81
6747,87
6748,91
6749,99
6750,72
6751,68
6752,85
6753,82
6754,68
6755,1
6756,94
6757,71
6758,88
6759,84
6760,84
6761,100
6762,82
6763,85
6764,81
6765,96
6766,78
6767,90
6768,83
6769,112
6770,87
6771,86
6772,69
6773,106
6774,87
6775,80
6776,90
6777,83
6778,84
6779,64
6780,72
6781,78
6782,91
6783,77
6784,91
6785,64
6786,92
6787,68
6788,92
6789,92
6790,85
6791,114
6792,100
6793,87
6794,10
6795,85
6796,101
6797,90
6798,78
6799,95
6800,94
6801,82
6802,97
6803,94
6804,107
6805,77
6806,77
6807,83
6808,84
6809,99
6810,85
6811,89
6812,100
6813,62
6814,97
6815,80
6816,86
6817,82
6818,90
6819,78
6820,102
6821,85
6822,81
6823,84
6824,92
6825,92
6826,82
6827,86
6828,86
6829,89
6830,86
6831,90
6832,88
6833,79
6834,100
6835,103
6836,84
6837,85
6838,6
6839,80
6840,87
6841,82
6842,82
6843,84
6844,104
6845,88
6846,106
6847,82
6848,88
6849,92
6850,83
6851,94
6852,69
6853,0
6854,127
6855,75
6856,85
6857,81
6858,94
6859,94
6860,73
6861,61
6862,13
6863,8
6864,93
6865,81
6866,99
6867,95
6868,85
6869,93
6870,90
6871,69
6872,92
6873,81
6874,90
6875,86
6876,74
6877,81
6878,8
6879,89
6880,84
6881,80
6882,5
6883,95
6884,78
6885,75
6886,99
6887,80
6888,11
6889,84
6890,90
6891,80
6892,84
6893,44
6894,90
6895,93
6896,77
6897,90
6898,113
6899,86
6900,79
6901,74
6902,95
6903,66
6904,77
6905,89
6906,0
6907,86
6908,95
6909,60
6910,130
6911,89
6912,0
6913,85
6914,88
6915,50
6916,97
6917,104
6918,84
6919,82
6920,125
6921,76
6922,95
6923,96
6924,80
6925,18
6926,71
6927,88
6928,71
6929,75
6930,57
6931,89
6932,84
6933,2
6934,120
6935,82
6936,84
6937,87
6938,95
6939,74
6940,85
6941,94
6942,92
6943,90
6944,93
6945,81
6946,96
6947,80
6948,85
6949,73
6950,82
6951,89
6952,90
6953,92
6954,59
6955,93
6956,78
6957,107
6958,70
6959,105
6960,91
6961,77
6962,90
6963,80
6964,22
6965,96
6966,113
6967,110
6968,90
6969,81
6970,85
6971,105
6972,90
6973,88
6974,71
6975,92
6976,100
6977,93
6978,87
6979,93
6980,86
6981,99
6982,90
6983,13
6984,95
6985,87
6986,80
6987,86
6988,81
6989,72
6990,90
6991,79
6992,77
6993,72
6994,74
6995,87
6996,83
6997,90
6998,95
6999,82
7000,92
7001,81
7002,87
7003,96
7004,85
7005,85
7006,99
7007,78
7008,86
7009,90
7010,92
7011,74
7012,85
7013,83
7014,84
7015,91
7016,82
7017,84
7018,90
7019,66
7020,82
7021,70
7022,77
7023,93
7024,105
7025,83
7026,89
7027,102
7028,99
7029,85
7030,82
7031,85
7032,0
7033,0
7034,73
7035,90
7036,83
7037,125
7038,95
7039,0
7040,0
7041,79
7042,83
7043,105
7044,105
7045,83
7046,128
7047,88
7048,83
7049,94
7050,88
7051,85
7052,43
7053,93
7054,76
7055,91
7056,67
7057,0
7058,75
7059,82
7060,95
7061,75
7062,81
7063,80
7064,101
7065,84
7066,102
7067,91
7068,96
7069,93
7070,79
7071,90
7072,73
7073,85
7074,79
7075,90
7076,7
7077,82
7078,87
7079,98
7080,84
7081,77
7082,98
7083,63
7084,80
7085,99
7086,91
7087,87
7088,86
7089,85
7090,88
7091,200
7092,82
7093,79
7094,78
7095,81
7096,90
7097,0
7098,78
7099,86
7100,93
7101,83
7102,90
7103,82
7104,85
7105,58
7106,85
7107,75
7108,90
7109,86
7110,91
7111,98
7112,91
7113,75
7114,90
7115,91
7116,85
7117,90
7118,83
7119,91
7120,0
7121,10
7122,133
7123,102
7124,89
7125,12
7126,93
7127,98
7128,79
7129,47
7130,65
7131,84
7132,70
7133,79
7134,156
7135,80
7136,80
7137,106
7138,45
7139,0
7140,65
7141,93
7142,99
7143,84
7144,90
7145,72
7146,99
7147,77
7148,99
7149,0
7150,70
7151,93
7152,3
7153,90
7154,101
7155,71
7156,90
7157,83
7158,88
7159,87
7160,84
7161,80
7162,85
7163,80
7164,83
7165,104
7166,87
7167,84
7168,120
7169,90
7170,83
7171,85
7172,78
7173,86
7174,90
7175,91
7176,0
7177,87
7178,91
7179,83
7180,84
7181,76
7182,77
7183,74
7184,74
7185,80
7186,57
7187,0
7188,84
7189,60
7190,93
7191,90
7192,82
7193,93
7194,81
7195,73
7196,89
7197,91
7198,122
7199,59
7200,82
7201,94
7202,73
7203,84
7204,99
7205,87
7206,106
7207,109
7208,82
7209,82
7210,85
7211,80
7212,106
7213,67
7214,83
7215,79
7216,84
7217,96
7218,66
7219,27
7220,87
7221,85
7222,95
7223,90
7224,115
7225,126
7226,97
7227,120
7228,88
7229,84
7230,65
7231,0
7232,86
7233,75
7234,5
7235,85
7236,8
7237,73
7238,99
7239,75
7240,97
7241,115
7242,80
7243,74
7244,87
7245,2
7246,0
7247,94
7248,81
7249,96
7250,0
7251,87
7252,99
7253,81
7254,106
7255,86
7256,76
7257,94
7258,89
7259,94
7260,66
7261,95
7262,93
7263,98
7264,3
7265,77
7266,71
7267,94
7268,98
7269,96
7270,92
7271,80
7272,92
7273,86
7274,76
7275,90
7276,83
7277,95
7278,82
7279,86
7280,101
7281,91
7282,90
7283,72
7284,85
7285,8
7286,60
7287,90
7288,61
7289,90
7290,74
7291,105
7292,83
7293,82
7294,75
7295,70
7296,90
7297,8
7298,71
7299,82
7300,73
7301,90
7302,111
7303,93
7304,45
7305,155
7306,104
7307,125
7308,71
7309,78
7310,85
7311,86
7312,90
7313,97
7314,91
7315,83
7316,91
7317,66
7318,98
7319,117
7320,95
7321,69
7322,66
7323,83
7324,100
7325,74
7326,90
7327,74
7328,46
7329,93
7330,82
7331,88
7332,77
7333,100
7334,3
7335,92
7336,108
7337,85
7338,82
7339,91
7340,85
7341,78
7342,89
7343,65
7344,87
7345,59
7346,90
7347,71
7348,73
7349,104
7350,97
7351,78
7352,90
7353,70
7354,80
7355,94
7356,73
7357,88
7358,77
7359,95
7360,82
7361,81
7362,122
7363,82
7364,90
7365,100
7366,65
7367,71
7368,71
7369,98
7370,81
7371,186
7372,96
7373,77
7374,91
7375,94
7376,83
7377,73
7378,65
7379,90
7380,71
7381,96
7382,5
7383,102
7384,98
7385,88
7386,89
7387,94
7388,91
7389,91
7390,80
7391,95
7392,80
7393,84
7394,73
7395,100
7396,93
7397,90
7398,85
7399,88
7400,87
7401,95
7402,97
7403,81
7404,80
7405,84
7406,107
7407,85
7408,89
7409,82
7410,87
7411,85
7412,85
7413,80
7414,74
7415,82
7416,98
7417,99
7418,93
7419,7
7420,87
7421,75
7422,84
7423,94
7424,85
7425,90
7426,93
7427,84
7428,92
7429,105
7430,80
7431,90
7432,84
7433,102
7434,90
7435,80
7436,92
7437,85
7438,83
7439,80
7440,80
7441,95
7442,84
7443,66
7444,80
7445,108
7446,84
7447,72
7448,0
7449,97
7450,12
7451,90
7452,91
7453,94
7454,75
7455,85
7456,90
7457,62
7458,92
7459,97
7460,87
7461,104
7462,95
7463,74
7464,72
7465,78
7466,85
7467,90
7468,90
7469,83
7470,90
7471,82
7472,72
7473,92
7474,87
7475,0
7476,98
7477,61
7478,90
7479,74
7480,72
7481,89
7482,85
7483,82
7484,84
7485,3
7486,73
7487,75
7488,0
7489,83
7490,85
7491,106
7492,100
7493,91
7494,83
7495,78
7496,110
7497,98
7498,101
7499,87
7500,53
7501,82
7502,98
7503,84
7504,79
7505,84
7506,81
7507,95
7508,91
7509,75
7510,91
7511,90
7512,82
7513,90
7514,105
7515,95
7516,73
7517,75
7518,85
7519,85
7520,87
7521,65
7522,0
7523,86
7524,82
7525,94
7526,89
7527,100
7528,93
7529,88
7530,89
7531,94
7532,71
7533,0
7534,74
7535,96
7536,89
7537,80
7538,85
7539,90
7540,80
7541,83
7542,98
7543,85
7544,77
7545,89
7546,95
7547,65
7548,83
7549,114
7550,90
7551,97
7552,85
7553,2
7554,0
7555,88
7556,90
7557,93
7558,73
7559,124
7560,104
7561,70
7562,90
7563,114
7564,98
7565,75
7566,87
7567,93
7568,85
7569,96
7570,0
7571,77
7572,99
7573,79
7574,96
7575,86
7576,72
7577,3
7578,90
7579,88
7580,74
7581,78
7582,103
7583,85
7584,106
7585,91
7586,70
7587,94
7588,90
7589,90
7590,96
7591,74
7592,70
7593,86
7594,74
7595,93
7596,79
7597,80
7598,79
7599,85
7600,85
7601,57
7602,88
7603,87
7604,85
7605,94
7606,84
7607,82
7608,80
7609,89
7610,73
7611,78
7612,75
7613,72
7614,90
7615,71
7616,89
7617,60
7618,80
7619,95
7620,83
7621,92
7622,85
7623,79
7624,83
7625,81
7626,132
7627,84
7628,92
7629,99
7630,75
7631,84
7632,310
7633,87
7634,87
7635,91
7636,95
7637,73
7638,83
7639,86
7640,92
7641,88
7642,81
7643,109
7644,89
7645,80
7646,68
7647,84
7648,64
7649,72
7650,82
7651,91
7652,76
7653,98
7654,115
7655,90
7656,86
7657,85
7658,83
7659,92
7660,0
7661,77
7662,70
7663,80
7664,84
7665,92
7666,81
7667,90
7668,80
7669,100
7670,90
7671,86
7672,90
7673,76
7674,70
7675,95
7676,96
7677,125
7678,71
7679,93
7680,97
7681,127
7682,92
7683,0
7684,88
7685,84
7686,80
7687,64
7688,79
7689,87
7690,16
7691,90
7692,70
7693,82
7694,87
7695,99
7696,77
7697,0
7698,105
7699,85
7700,24
7701,75
7702,77
7703,82
7704,97
7705,97
7706,83
7707,72
7708,80
7709,70
7710,89
7711,89
7712,85
7713,5
7714,0
7715,94
7716,82
7717,68
7718,91
7719,85
7720,108
7721,86
7722,93
7723,86
7724,75
7725,106
7726,85
7727,73
7728,80
7729,64
7730,74
7731,90
7732,86
7733,98
7734,89
7735,97
7736,90
7737,84
7738,78
7739,60
7740,87
7741,91
7742,80
7743,83
7744,71
7745,88
7746,74
7747,95
7748,3
7749,80
7750,86
7751,89
7752,103
7753,89
7754,85
7755,89
7756,89
7757,81
7758,91
7759,95
7760,105
7761,86
7762,93
7763,90
7764,90
7765,110
7766,106
7767,70
7768,0
7769,80
7770,117
7771,90
7772,108
7773,81
7774,99
7775,70
7776,90
7777,96
7778,88
7779,75
7780,90
7781,90
7782,90
7783,96
7784,110
7785,11
7786,89
7787,89
7788,58
7789,82
7790,85
7791,106
7792,17
7793,79
7794,87
7795,85
7796,87
7797,95
7798,85
7799,93
7800,95
7801,87
7802,4
7803,10
7804,95
7805,83
7806,101
7807,84
7808,65
7809,77
7810,92
7811,81
7812,94
7813,100
7814,92
7815,82
7816,96
7817,96
7818,81
7819,96
7820,93
7821,88
7822,67
7823,67
7824,85
7825,92
7826,65
7827,103
7828,77
7829,90
7830,62
7831,0
7832,90
7833,83
7834,79
7835,90
7836,0
7837,82
7838,10
7839,96
7840,86
7841,79
7842,92
7843,95
7844,90
7845,0
7846,83
7847,96
7848,84
7849,102
7850,121
7851,88
7852,99
7853,93
7854,127
7855,69
7856,81
7857,98
7858,82
7859,75
7860,95
7861,76
7862,72
7863,70
7864,97
7865,102
7866,84
7867,0
7868,81
7869,78
7870,75
7871,11
7872,100
7873,90
7874,88
7875,91
7876,93
7877,74
7878,86
7879,87
7880,72
7881,73
7882,98
7883,87
7884,78
7885,84
7886,79
7887,82
7888,84
7889,104
7890,13
7891,13
7892,78
7893,74
7894,87
7895,100
7896,91
7897,91
7898,117
7899,94
7900,105
7901,85
7902,79
7903,88
7904,95
7905,86
7906,80
7907,83
7908,81
7909,71
7910,87
7911,73
7912,91
7913,96
7914,70
7915,100
7916,92
7917,74
7918,90
7919,47
7920,66
7921,96
7922,64
7923,78
7924,88
7925,61
7926,0
7927,95
7928,84
7929,92
7930,80
7931,88
7932,119
7933,0
7934,87
7935,90
7936,81
7937,86
7938,100
7939,94
7940,109
7941,83
7942,100
7943,99
7944,90
7945,87
7946,87
7947,144
7948,88
7949,89
7950,113
7951,0
7952,102
7953,77
7954,67
7955,93
7956,65
7957,90
7958,88
7959,84
7960,105
7961,97
7962,89
7963,90
7964,86
7965,78
7966,96
7967,74
7968,70
7969,72
7970,88
7971,94
7972,95
7973,74
7974,80
7975,69
7976,91
7977,80
7978,97
7979,85
7980,83
7981,60
7982,96
7983,91
7984,86
7985,85
7986,71
7987,75
7988,92
7989,96
7990,64
7991,100
7992,75
7993,86
7994,6
7995,82
7996,92
7997,93
7998,83
7999,108
8000,116
8001,9
8002,15
8003,0
8004,104
8005,132
8006,90
8007,70
8008,79
8009,103
8010,81
8011,85
8012,81
8013,88
8014,81
8015,76
8016,78
8017,80
8018,90
8019,94
8020,90
8021,82
8022,73
8023,74
8024,74
8025,116
8026,91
8027,88
8028,110
8029,0
8030,95
8031,90
8032,99
8033,86
8034,67
8035,88
8036,90
8037,90
8038,94
8039,82
8040,48
8041,90
8042,100
8043,90
8044,88
8045,75
8046,94
8047,103
8048,84
8049,94
8050,96
8051,87
8052,85
8053,90
8054,29
8055,93
8056,92
8057,102
8058,92
8059,71
8060,83
8061,117
8062,90
8063,86
8064,80
8065,77
8066,82
8067,93
8068,104
8069,92
8070,80
8071,79
8072,68
8073,92
8074,98
8075,65
8076,74
8077,79
8078,99
8079,72
8080,74
8081,81
8082,130
8083,85
8084,7
8085,96
8086,96
8087,83
8088,96
8089,95
8090,96
8091,9
8092,83
8093,95
8094,87
8095,102
8096,90
8097,85
8098,70
8099,79
8100,85
8101,92
8102,159
8103,11
8104,73
8105,88
8106,70
8107,96
8108,97
8109,84
8110,83
8111,98
8112,85
8113,109
8114,88
8115,100
8116,94
8117,105
8118,120
8119,90
8120,91
8121,73
8122,108
8123,88
8124,45
8125,90
8126,112
8127,79
8128,72
8129,13
8130,107
8131,72
8132,62
8133,91
8134,86
8135,5
8136,78
8137,0
8138,87
8139,90
8140,70
8141,80
8142,104
8143,0
8144,96
8145,78
8146,89
8147,107
8148,87
8149,59
8150,95
8151,90
8152,92
8153,98
8154,79
8155,83
8156,82
8157,77
8158,88
8159,12
8160,3
8161,8
8162,0
8163,80
8164,0
8165,9
8166,81
8167,0
8168,73
8169,3
8170,90
8171,0
8172,4
8173,87
8174,98
8175,59
8176,95
8177,6
8178,19
8179,85
8180,100
8181,86
8182,96
8183,70
8184,85
8185,28
8186,76
8187,97
8188,91
8189,83
8190,101
8191,35
8192,90
8193,87
8194,90
8195,106
8196,80
8197,94
8198,82
8199,63
8200,17
8201,2
8202,87
8203,71
8204,94
8205,71
8206,30
8207,90
8208,97
8209,90
8210,32
8211,94
8212,86
8213,90
8214,88
8215,86
8216,89
8217,97
8218,90
8219,36
8220,88
8221,82
8222,92
8223,89
8224,89
8225,104
8226,72
8227,99
8228,90
8229,60
8230,90
8231,72
8232,104
8233,84
8234,90
8235,70
8236,107
8237,105
8238,60
8239,83
8240,0
8241,94
8242,72
8243,84
8244,94
8245,75
8246,88
8247,80
8248,98
8249,92
8250,81
8251,98
8252,91
8253,93
8254,39
8255,81
8256,81
8257,91
8258,82
8259,78
8260,88
8261,90
8262,85
8263,84
8264,92
8265,120
8266,83
8267,92
8268,76
8269,93
8270,65
8271,11
8272,87
8273,73
8274,75
8275,81
8276,12
8277,80
8278,93
8279,88
8280,90
8281,81
8282,92
8283,86
8284,30
8285,88
8286,95
8287,78
8288,79
8289,74
8290,88
8291,89
8292,73
8293,80
8294,73
8295,95
8296,93
8297,125
8298,80
8299,92
8300,90
8301,83
8302,0
8303,0
8304,74
8305,99
8306,0
8307,72
8308,80
8309,106
8310,0
8311,82
8312,136
8313,77
8314,90
8315,96
8316,3
8317,85
8318,3
8319,78
8320,5
8321,96
8322,82
8323,90
8324,97
8325,84
8326,90
8327,96
8328,93
8329,84
8330,82
8331,95
8332,107
8333,0
8334,79
8335,90
8336,0
8337,84
8338,90
8339,60
8340,72
8341,93
8342,80
8343,75
8344,82
8345,10
8346,91
8347,80
8348,100
8349,5
8350,13
8351,88
8352,85
8353,86
8354,63
8355,84
8356,76
8357,90
8358,68
8359,80
8360,96
8361,81
8362,72
8363,81
8364,96
8365,80
8366,26
8367,82
8368,87
8369,91
8370,68
8371,98
8372,89
8373,89
8374,70
8375,72
8376,80
8377,67
8378,88
8379,92
8380,120
8381,118
8382,122
8383,87
8384,97
8385,65
8386,75
8387,73
8388,79
8389,89
8390,86
8391,105
8392,69
8393,0
8394,108
8395,81
8396,101
8397,86
8398,79
8399,80
8400,58
8401,72
8402,71
8403,85
8404,90
8405,93
8406,70
8407,79
8408,4
8409,77
8410,92
8411,86
8412,93
8413,83
8414,85
8415,0
8416,94
8417,82
8418,81
8419,70
8420,82
8421,64
8422,0
8423,97
8424,92
8425,90
8426,88
8427,90
8428,89
8429,76
8430,76
8431,95
8432,94
8433,97
8434,82
8435,84
8436,70
8437,88
8438,89
8439,0
8440,51
8441,90
8442,6
8443,13
8444,91
8445,93
8446,61
8447,73
8448,80
8449,78
8450,66
8451,94
8452,109
8453,91
8454,76
8455,70
8456,86
8457,90
8458,87
8459,180
8460,0
8461,77
8462,131
8463,93
8464,95
8465,100
8466,90
8467,89
8468,130
8469,90
8470,85
8471,122
8472,95
8473,85
8474,108
8475,99
8476,90
8477,75
8478,97
8479,82
8480,80
8481,122
8482,75
8483,90
8484,75
8485,15
8486,71
8487,85
8488,94
8489,76
8490,76
8491,79
8492,78
8493,78
8494,63
8495,83
8496,96
8497,98
8498,83
8499,86
8500,81
8501,88
8502,78
8503,89
8504,74
8505,97
8506,90
8507,73
8508,18
8509,84
8510,91
8511,82
8512,82
8513,100
8514,76
8515,80
8516,73
8517,84
8518,62
8519,70
8520,89
8521,80
8522,92
8523,78
8524,79
8525,116
8526,85
8527,91
8528,74
8529,91
8530,12
8531,95
8532,88
8533,75
8534,140
8535,88
8536,97
8537,73
8538,100
8539,90
8540,100
8541,96
8542,84
8543,90
8544,5
8545,33
8546,92
8547,88
8548,76
8549,98
8550,8
8551,81
8552,94
8553,11
8554,68
8555,91
8556,85
8557,98
8558,77
8559,94
8560,92
8561,70
8562,83
8563,0
8564,94
8565,85
8566,92
8567,100
8568,80
8569,98
8570,70
8571,0
8572,84
8573,73
8574,76
8575,91
8576,80
8577,105
8578,25
8579,90
8580,85
8581,84
8582,82
8583,82
8584,82
8585,83
8586,84
8587,83
8588,92
8589,86
8590,97
8591,84
8592,60
8593,69
8594,78
